F9,F7,F3,Fz,F4,F8,F10,FC5,FC1,FC2,FC6,T9,T7,C3,C4,T8,T10,CP5,CP1,CP2,CP6,P9,P7,P3,Pz,P4,P8,P10
-9.1088,-3.1185,-17.0428,-12.3246,-5.3675,-13.3552,-23.603,-26.1874,-22.5854,-12.6204,-19.2889,-24.7498,-26.099,-42.7098,-47.1759,-37.0443,-20.6118,-23.9676,-29.9745,-23.3197,-12.4127,0.7311,-16.4536,-35.4337,-36.9054,-30.3536,-6.1696,-20.9656
-9.1121,-2.8047,-16.608,-12.2681,-4.9765,-12.9125,-23.2086,-25.418,-22.0621,-11.3576,-17.8,-23.9629,-25.2078,-42.1066,-46.8413,-36.094,-18.8499,-22.4076,-28.8271,-21.7128,-10.7114,2.1877,-15.2787,-34.3285,-36.0163,-29.8717,-7.1585,-20.8869
-8.0805,-1.5315,-13.3666,-10.6837,-4.223,-11.3341,-20.2778,-21.4036,-19.3777,-8.9917,-14.452,-20.8313,-21.4525,-36.7427,-41.9753,-31.0731,-15.1667,-17.9582,-24.3615,-17.8648,-8.1335,3.4546,-12.9546,-29.6623,-30.7412,-26.5473,-7.9541,-18.7516
-7.2217,0.671,-10.9079,-9.162,-4.1319,-10.6915,-18.7004,-19.7596,-18.3149,-8.7129,-14.4905,-20.3962,-20.3088,-36.567,-42.674,-31.0611,-15.3118,-17.3099,-23.7047,-17.8585,-8.4716,3.2965,-13.4251,-29.3386,-29.7675,-26.6862,-8.5936,-18.7864
-5.4968,5.656,-7.2222,-5.8283,-4.1043,-10.2882,-17.3949,-20.3671,-19.2123,-10.4279,-18.1595,-23.3322,-22.8418,-42.7946,-48.7779,-36.8161,-19.28,-20.7054,-25.6598,-21.229,-11.2246,2.1028,-15.5186,-30.931,-30.6067,-28.2408,-8.7682,-20.1296
-4.2878,8.0827,-5.0321,-3.6099,-3.9098,-10.0452,-16.6344,-21.0799,-20.2794,-11.7244,-20.3314,-25.2952,-25.13,-45.7775,-50.3998,-39.5227,-21.5019,-22.8449,-25.9794,-22.82,-12.6872,1.144,-15.9025,-30.1085,-29.3514,-27.2777,-7.8814,-19.818
-3.4337,8.8897,-4.148,-2.3662,-3.5161,-8.9294,-14.9213,-20.0087,-18.7287,-11.2828,-20.0777,-24.1781,-24.0286,-44.9404,-48.9387,-38.9591,-21.2659,-22.6984,-25.1379,-22.3561,-12.5572,0.6466,-15.3066,-28.8078,-28.3542,-26.0136,-7.1543,-18.9623
-0.3748,13.5922,1.3519,2.4302,-2.096,-5.0238,-8.438,-14.4726,-13.0344,-8.5747,-17.8472,-19.9323,-18.829,-41.5092,-45.3874,-36.1487,-18.9467,-19.7577,-20.9741,-19.4646,-10.9274,0.626,-13.2333,-24.0222,-23.6746,-22.4952,-7.0868,-16.6977
2.5488,17.2383,7.4646,6.88,-1.1126,-1.7745,-2.0908,-8.0678,-7.6432,-6.5205,-15.3562,-15.3315,-13.1284,-34.5585,-38.5276,-30.5329,-16.4997,-15.7151,-15.5347,-16.2428,-10.0203,-0.4439,-11.4805,-17.9618,-16.5904,-17.6192,-6.3002,-13.1656
4.1033,19.0666,10.5868,9.1156,-1.419,-0.6158,1.2158,-4.6563,-4.5482,-7.0752,-15.973,-13.2298,-9.9086,-30.6781,-35.6334,-28.268,-17.7414,-15.1423,-14.412,-17.0006,-12.4503,-3.4616,-13.1439,-17.34,-14.7164,-16.8257,-4.996,-11.8022
5.1045,19.8013,11.3596,10.3763,-1.3079,0.8865,3.8385,-2.4842,-1.31,-6.6824,-15.8609,-10.8373,-6.9667,-28.4451,-33.7072,-27.0515,-17.9968,-14.9702,-14.0649,-17.1226,-13.3349,-5.1772,-13.6512,-17.3213,-14.952,-16.548,-3.9356,-11.087
4.4144,16.4138,9.5371,8.7353,-1.3733,0.9196,3.8616,-1.2617,0.0097,-5.8693,-13.5387,-8.2219,-4.5958,-22.4468,-27.4297,-21.938,-15.6184,-12.5775,-12.0378,-14.8836,-12.1771,-5.5274,-12.3424,-15.2553,-13.0658,-14.3174,-2.7954,-9.1627
4.1533,15.7798,10.0662,8.376,-2.4985,-0.9539,2.354,-2.2892,-2.3958,-8.7634,-16.1535,-10.4729,-6.768,-21.9701,-27.13,-22.1948,-18.7143,-14.2918,-13.1104,-17.5732,-15.6082,-8.1396,-14.874,-16.3967,-12.4019,-14.6472,-1.4834,-8.883
4.833,17.3869,10.9913,9.6906,-3.0558,-1.717,1.8717,-4.2582,-4.3624,-11.6455,-20.1858,-13.5714,-10.0846,-26.0976,-30.3994,-26.435,-23.2031,-18.3551,-15.6497,-21.4986,-19.2959,-10.6662,-17.343,-18.4016,-13.6852,-15.6991,-0.0035,-9.4981
4.4527,15.4724,8.732,8.7198,-2.7439,-1.068,2.0414,-4.2583,-2.9871,-10.6408,-18.8733,-11.8397,-8.7804,-24.5748,-28.2125,-25.0742,-21.7824,-17.8754,-15.4256,-20.3232,-18.0507,-10.3909,-16.1406,-18.0377,-14.5854,-15.0858,0.6625,-9.0163
5.1962,17.5584,10.4982,10.0295,-2.4335,-0.0898,3.6521,-2.789,-1.4983,-9.7625,-18.4734,-11.0368,-7.3572,-25.0495,-29.5079,-25.4794,-21.3927,-17.1968,-15.0142,-19.952,-17.6588,-9.9239,-16.1564,-18.0211,-14.548,-15.5949,-0.2807,-9.4108
6.3343,21.1587,13.8167,12.3317,-1.9581,0.5426,4.8969,-2.1488,-1.7976,-9.4443,-18.948,-12.1517,-8.1221,-27.8574,-32.4575,-27.5627,-21.6858,-17.1958,-14.4065,-19.9603,-17.3254,-8.8958,-15.928,-17.0647,-13.0667,-15.466,-1.5594,-9.8544
6.522,21.2783,15.0614,12.5923,-1.0431,1.7992,6.4423,0.495,0.1059,-6.4641,-14.9706,-9.3766,-5.1421,-24.0022,-28.9125,-23.3915,-17.1143,-12.8278,-10.654,-15.5954,-13.4019,-6.1584,-12.8322,-13.1634,-9.4542,-12.9485,-3.0633,-8.5499
8.3782,25.5198,19.6725,15.8017,-0.1096,4.0309,10.2662,4.1952,3.0961,-4.3102,-13.2626,-7.3397,-2.0917,-23.1253,-28.9487,-22.379,-15.2103,-10.2552,-7.9321,-13.4779,-11.7356,-4.8825,-11.6062,-10.5007,-6.4441,-11.7021,-4.6419,-8.0104
8.7576,27.0876,19.957,16.727,-0.0866,3.7104,9.5745,2.0334,1.2493,-5.6437,-15.7217,-10.0064,-5.2117,-28.1589,-32.984,-26.73,-17.7024,-13.2414,-9.9101,-15.7125,-13.0485,-5.1994,-12.409,-11.8274,-7.9461,-12.6644,-4.3786,-9.0411
5.8417,20.9956,13.3637,11.843,-0.6727,1.0358,4.0976,-2.8217,-2.8924,-6.6461,-15.6576,-12.0998,-8.9768,-29.0739,-32.4491,-26.9626,-17.3241,-14.6166,-12.0061,-15.9157,-12.1661,-4.1664,-11.7026,-13.5508,-10.8254,-13.3446,-3.6681,-9.6719
4.4503,18.6069,11.4472,9.6424,-0.6014,0.0317,1.9158,-3.8146,-4.529,-5.7219,-13.6995,-12.2568,-9.6386,-27.9841,-31.3005,-25.2156,-14.8887,-12.8229,-11.0909,-13.8851,-9.785,-1.9285,-10.0652,-12.5847,-10.1239,-12.8005,-4.7191,-9.6472
3.5085,17.1269,10.0017,8.0789,-0.4112,-0.1068,1.0589,-3.6719,-4.38,-4.2197,-11.5428,-11.2335,-8.6348,-26.7273,-30.6561,-23.574,-12.4064,-10.8424,-10.3545,-11.897,-7.513,0.0388,-8.7808,-12.3096,-10.3944,-13.015,-5.9915,-9.9397
1.3974,12.9884,5.136,4.3005,-0.8121,-0.9108,-1.2375,-4.6842,-3.9884,-3.2098,-9.7764,-9.7517,-7.2281,-25.1592,-30.257,-22.0994,-10.6205,-9.9103,-11.761,-11.0583,-6.1482,1.0744,-8.7122,-15.0929,-14.4444,-15.3902,-6.6887,-11.15
1.7532,14.8439,6.7181,5.2128,-0.8787,-1.2254,-1.3895,-5.1012,-5.1336,-3.8143,-10.924,-11.3657,-8.6363,-27.6585,-33.0442,-24.1742,-11.7784,-10.7152,-12.3082,-12.0626,-6.8279,1.2652,-9.4326,-15.6262,-14.3733,-16.1522,-7.4024,-11.8861
3.7252,19.5807,12.3637,8.9592,-0.5175,-0.741,0.5804,-3.8906,-6.095,-4.5944,-12.3754,-13.2736,-10.1975,-29.5572,-34.4649,-25.6897,-13.1502,-10.93,-10.6132,-12.5732,-7.766,1.0543,-9.5334,-12.8507,-9.885,-14.2094,-7.7476,-11.0934
4.3905,20.5486,13.3562,9.8923,-0.3161,0.3629,2.4367,-2.0846,-3.8598,-3.8082,-11.755,-11.5552,-7.9397,-28.1881,-33.6953,-24.7712,-12.6635,-10.1217,-10.0039,-12.0879,-7.6821,0.6794,-9.5649,-12.6265,-9.7794,-14.1736,-7.7916,-10.8409
4.2498,19.8451,11.5994,9.4384,0.0497,1.2623,2.9215,-2.1031,-2.2571,-2.7245,-10.9323,-10.148,-6.6916,-28.4698,-33.7722,-24.9952,-11.7861,-10.1923,-10.5396,-11.5175,-6.6634,1.1545,-8.8621,-13.3287,-11.8606,-14.7286,-7.7285,-11.2077
4.0897,19.2295,10.8718,9.224,0.3917,1.1711,2.2429,-3.2266,-3.2996,-2.5816,-10.6724,-10.7911,-8.0749,-29.2969,-33.2812,-25.2957,-11.2229,-10.4415,-10.1647,-10.8784,-5.6566,1.971,-7.5732,-12.0571,-11.095,-13.4862,-7.4263,-10.7863
4.1056,19.2437,11.1685,9.29,0.1305,0.7079,1.8969,-3.5554,-4.0204,-3.3944,-11.4707,-11.5229,-8.8224,-29.4098,-33.3223,-25.5549,-12.1358,-11.0118,-10.4342,-11.6424,-6.5898,1.2826,-8.204,-12.2441,-10.7958,-13.4703,-7.0468,-10.6868
3.7844,18.3487,11.237,8.7169,-0.1287,0.1733,1.4777,-3.1578,-4.386,-3.5731,-10.9984,-11.3169,-8.5328,-27.3197,-31.5251,-23.7619,-11.6773,-10.0593,-9.6556,-11.1699,-6.6315,1.0915,-8.2335,-11.5837,-9.5225,-12.8568,-6.955,-10.1085
2.5362,15.324,10.0325,6.5819,-0.2654,-0.9267,-0.1843,-2.9684,-5.5631,-2.8835,-8.5787,-10.6172,-8.1774,-22.9533,-27.1775,-19.4221,-8.891,-7.169,-7.4002,-8.593,-4.6655,2.3988,-6.6192,-9.2155,-6.6652,-10.8856,-7.2742,-8.8167
1.1253,13.1881,8.0507,4.3614,-1.2589,-3.0768,-3.1663,-5.0651,-8.2447,-4.6413,-9.9462,-12.6183,-10.296,-23.574,-28.4344,-20.1306,-10.4771,-8.3694,-9.296,-10.383,-6.2837,1.6906,-8.3925,-11.7364,-8.4708,-12.7468,-7.2202,-9.7673
0.6161,12.939,7.8316,3.6157,-2.2559,-4.4855,-4.5083,-5.8966,-9.5693,-6.5357,-12.0041,-14.1532,-11.3518,-24.4062,-30.4937,-21.434,-13.0133,-9.8903,-11.321,-12.9452,-8.9735,0.0251,-11.096,-14.6992,-10.3701,-15.0908,-7.1146,-10.8323
0.9748,12.5897,9.5144,3.8815,-1.8135,-3.1454,-2.0252,-1.6474,-6.1798,-3.9603,-8.0487,-9.9729,-6.3479,-17.3144,-24.6486,-15.1237,-8.8654,-4.8994,-7.2413,-8.9432,-6.4255,0.999,-9.1838,-11.1525,-6.4177,-12.6267,-7.8706,-8.8909
0.9784,11.1757,9.3561,3.6048,-0.9597,-1.9717,-0.7892,0.3602,-4.3018,-1.4426,-4.2943,-6.9679,-3.6591,-12.5184,-19.1504,-10.3329,-4.5743,-1.1938,-3.6349,-4.765,-2.8753,2.8575,-5.8627,-6.9146,-2.8602,-9.2172,-8.008,-6.853
0.4595,9.4895,8.0701,2.7965,-0.494,-2.3923,-2.1722,-1.1974,-6.1561,-1.1011,-3.3002,-7.7331,-5.6158,-12.4529,-17.0897,-9.5319,-3.0415,-0.7898,-2.3958,-3.1415,-0.9302,4.3211,-3.529,-4.2709,-0.7777,-6.7147,-7.5604,-5.7836
-0.0629,7.7783,7.3055,1.7791,-0.0425,-2.0631,-2.1448,-0.1507,-5.4091,0.7201,-0.3589,-5.8225,-3.9326,-8.9386,-13.4206,-5.9034,0.33,2.1507,-0.0067,-0.0184,1.8685,6.0787,-1.2129,-1.6951,1.3766,-4.7639,-8.0774,-4.6489
-1.52,4.6233,4.2034,-0.7737,-0.2834,-2.9794,-4.17,-1.3032,-6.1854,1.0397,0.7715,-5.4779,-4.0216,-7.5767,-12.0935,-4.4779,1.6021,2.8038,-0.3326,0.8037,2.9134,6.8358,-0.6535,-2.3323,0.1592,-5.1384,-8.1444,-4.809
-3.2415,1.8832,1.7633,-3.2609,-0.7995,-5.7059,-8.669,-5.3499,-11.4641,-0.7002,-0.2832,-9.2654,-9.0754,-9.8444,-13.0279,-5.7745,0.8912,1.4352,-1.3487,0.0711,2.9451,7.801,-0.3928,-2.4733,0.4231,-4.8911,-8.044,-5.1374
-3.4955,1.4149,2.7764,-3.5148,-0.2255,-5.7936,-8.954,-4.5271,-12.3012,0.8694,2.4531,-8.7783,-8.9133,-7.3226,-10.0671,-2.6067,4.2817,4.6686,1.9072,3.4607,6.0601,10.3455,2.3505,1.5167,4.7575,-2.0273,-9.171,-3.7977
-3.0373,1.1043,2.148,-3.1695,0.5153,-3.8239,-6.6758,-2.4877,-8.7092,3.099,4.7829,-5.3539,-5.3598,-4.7733,-7.4273,-0.3931,6.7302,6.4188,3.2484,5.6754,8.0547,10.9372,4.0433,2.7526,4.6041,-1.0648,-9.0316,-3.0571
-2.7174,1.2695,0.3252,-2.8497,0.5654,-3.0694,-6.2143,-3.7943,-7.6372,2.4769,2.9338,-5.4558,-5.7542,-7.9757,-9.8643,-3.7249,4.561,3.3185,0.5296,3.4736,6.586,9.5287,3.0165,0.0603,0.5161,-2.7916,-7.7885,-4.051
-2.2793,2.1846,0.8204,-2.1621,1.0119,-2.0654,-5.0035,-2.8664,-6.1985,3.5846,3.7774,-4.3637,-4.477,-8.0714,-10.094,-3.684,5.5083,3.9785,1.0251,4.3364,7.5882,10.2201,3.7286,0.4916,0.4028,-2.7171,-8.2773,-4.1232
-0.5766,4.3002,3.1858,0.1899,2.3103,1.5986,0.2792,2.4012,0.2546,7.4774,7.7081,1.3575,2.2463,-3.358,-6.2186,0.4036,9.6007,8.0478,4.5518,8.2944,10.6645,11.2992,6.1751,3.6197,2.4177,-0.7717,-8.9957,-2.6971
2.8474,10.425,7.3443,5.5617,3.4035,5.9142,6.9805,6.2405,6.6754,8.8171,6.6352,4.448,6.5083,-5.5276,-8.555,-2.471,8.0287,6.607,4.2632,7.1833,9.394,9.372,5.4777,3.2283,0.8705,-1.3126,-8.3223,-2.845
5.0561,15.2286,9.8057,9.2805,3.4178,7.4572,9.7728,6.0804,8.3185,6.9909,2.1777,3.0879,5.6891,-11.6913,-14.4597,-8.9447,2.8503,1.6965,0.8642,2.5691,5.3183,6.3073,2.4507,-0.1433,-2.7612,-3.8385,-7.0898,-4.3349
4.9735,13.5912,7.9018,8.5786,3.2459,8.3781,11.016,7.3705,11.4111,7.4818,2.7825,5.9146,8.8602,-8.7327,-12.0544,-7.1213,3.0579,1.8749,0.3204,2.5164,4.7228,4.712,1.844,-1.5119,-4.9816,-4.5405,-5.9292,-4.0571
4.1972,10.6113,3.8753,6.4985,3.4514,10.1742,12.5715,9.5443,16.7491,10.214,5.8789,11.2998,14.826,-4.4101,-9.2304,-3.8387,5.9386,3.9037,-0.0462,4.4518,6.5046,4.7846,2.4082,-3.6209,-9.3473,-6.3105,-5.9136,-4.4264
2.3322,8.1784,-1.1298,3.4048,2.6291,8.7653,9.3651,6.0996,15.468,9.1546,4.0311,9.8008,13.178,-8.8443,-14.6605,-7.9944,3.7449,0.707,-5.0402,1.4594,5.0658,4.4958,0.0503,-10.0744,-17.1218,-11.5671,-6.3085,-7.6114
1.3967,6.893,-2.4297,1.9908,1.4203,6.5437,6.6728,3.6716,12.5154,6.2854,1.0726,6.9431,10.2388,-10.6236,-16.82,-10.0941,0.3216,-2.0072,-7.7858,-1.8978,1.7926,2.4687,-2.8136,-13.2824,-19.2691,-13.7232,-5.5039,-8.6319
3.2,9.6066,2.4525,4.8227,1.9068,8.3827,10.7804,8.5996,15.9323,7.8133,3.1733,10.0484,14.4881,-5.1581,-12.3282,-5.5477,2.3982,1.7135,-3.6549,0.6196,2.5452,2.1307,-1.8997,-9.1976,-13.8638,-10.7753,-5.7823,-6.4191
4.6103,13.0946,6.9861,7.2763,3.0667,10.7413,14.6122,13.4218,19.5118,11.4467,7.1342,13.4523,19.0998,-1.8786,-10.6359,-2.0028,6.8392,6.8264,0.7155,4.9857,6.2575,4.984,0.6263,-5.2171,-9.5647,-8.8818,-8.4614,-5.5327
5.564,16.1507,10.3251,9.084,3.6394,11.9745,16.7976,16.1004,21.2465,13.2841,8.7856,14.7257,21.335,-1.4142,-11.584,-1.2177,8.7025,9.3231,2.6506,6.8067,7.9177,6.6808,1.4172,-3.7754,-7.6645,-8.743,-10.557,-5.6998
6.717,18.7846,13.4567,11.1284,3.899,12.7838,18.6962,17.8963,22.1846,13.6048,8.8107,15.0393,22.2371,-1.1786,-11.8016,-1.054,8.7077,10.1159,3.9019,7.1178,7.7907,6.6341,1.3845,-2.4581,-5.5853,-8.0312,-11.0657,-5.305
5.4477,16.7464,11.8545,9.2733,3.5637,10.8987,15.6115,15.4101,18.6552,12.6706,8.5447,12.7158,19.1081,-2.0867,-11.9708,-1.3032,8.7265,9.7573,3.6077,7.0759,8.1754,7.5664,1.7876,-2.2306,-5.0015,-7.6809,-11.211,-5.4091
3.7422,13.3972,9.0581,6.6633,3.0853,8.3766,11.3999,11.6793,13.9196,11.0671,7.8493,9.6104,14.6444,-3.1211,-11.4178,-1.6238,8.357,8.6741,2.9848,6.7076,8.3127,8.2186,2.334,-1.8628,-4.3762,-6.81,-10.6036,-5.2107
2.7282,11.0407,7.96,5.0977,2.3703,6.1786,8.5404,9.4672,10.2815,9.0034,6.6758,7.1581,11.416,-2.4994,-9.8169,-1.0194,7.2011,7.8191,2.8268,5.7989,7.113,7.4352,1.8809,-1.3203,-2.7532,-5.711,-9.5152,-4.4702
-1.2237,3.2239,1.4721,-1.5933,0.2706,1.569,1.7681,5.76,5.6248,6.4125,6.2332,5.2242,8.9857,0.8925,-7.7432,1.6833,6.4462,7.5761,0.3195,4.2824,5.3575,6.3767,-0.4729,-5.3225,-5.7345,-8.2805,-8.9584,-5.2864
-5.5635,-5.3698,-7.4911,-9.0344,-1.5699,-2.5983,-5.4529,0.6743,1.4629,4.298,5.6555,3.4664,6.2976,1.8617,-7.5612,2.3482,5.6048,5.9502,-3.9098,2.3517,4.1541,5.7992,-2.5295,-11.0914,-12.0636,-12.2065,-8.2995,-7.1356
-6.1361,-5.7363,-8.2777,-9.5048,-1.5652,-4.301,-8.5051,-3.2858,-3.3507,2.6003,3.7343,-0.8098,0.6411,-2.903,-10.1218,-1.0898,4.0794,3.4497,-4.9803,1.1332,4.027,6.7207,-1.9562,-10.5681,-11.4504,-11.4421,-7.9966,-7.4636
-5.2833,-2.8734,-3.4332,-7.3763,-1.1118,-5.128,-8.8438,-3.26,-7.0182,2.2249,3.8441,-3.8053,-2.7124,-3.8208,-9.9341,-0.828,4.8341,4.9606,-1.6933,2.634,5.2615,8.6809,-0.1979,-5.5522,-4.3956,-7.8102,-9.1621,-6.0661
-3.9607,-0.2959,0.5768,-5.0858,-0.7091,-4.1529,-6.4356,-0.4618,-5.7788,3.0149,4.867,-2.7956,-1.0608,-1.5066,-8.0226,1.2809,5.9627,7.1757,1.1297,4.1725,5.8522,8.9292,0.552,-2.44,-0.1377,-5.6621,-9.7043,-4.7393
-1.3268,4.7777,4.6826,-0.5454,-0.2973,-2.664,-3.4605,-0.3318,-5.2684,1.3166,1.1802,-4.6226,-2.8679,-6.2568,-11.1939,-3.4807,1.9314,3.4714,0.16,1.1324,2.8817,6.5617,-0.7439,-2.0919,0.5665,-4.9892,-8.1412,-4.5322
-0.0124,7.1899,5.4722,1.6215,-0.4048,-2.0055,-2.2524,-1.4725,-4.9703,-0.6429,-2.5313,-6.2176,-4.5506,-10.8184,-14.7627,-8.2832,-2.2981,-0.8494,-2.6299,-2.6027,-0.4315,3.9103,-2.8733,-4.422,-2.0647,-6.3217,-6.4393,-5.2902
-0.3997,5.0355,0.7928,0.1919,-0.0684,0.2122,-0.5221,-0.595,0.3941,1.483,-1.0843,-1.7179,0.2165,-9.9257,-14.5701,-8.1963,-1.1995,-1.3054,-4.8877,-2.366,0.3679,3.3295,-2.9044,-8.1127,-8.8423,-9.1441,-5.7794,-6.4731
0.7074,6.6736,0.1768,1.6714,0.9551,3.1563,2.7115,0.9321,5.0072,3.7896,-0.0677,1.3869,3.5916,-11.3891,-15.9391,-9.664,-0.2128,-1.6293,-5.5433,-1.6733,1.7325,3.7557,-1.9484,-9.0655,-12.161,-10.1563,-5.8547,-7.1713
2.7714,11.4138,4.2707,5.2745,1.3085,4.6948,5.7684,2.5864,6.6457,3.5387,-1.7761,1.1291,4.1181,-14.0766,-18.9448,-12.4196,-2.1898,-2.8547,-5.7326,-3.148,0.1832,2.7249,-3.061,-9.1607,-11.753,-10.5756,-6.0286,-7.5259
2.9817,12.3212,3.1592,5.596,0.7638,4.5967,5.5806,0.9344,6.7363,1.7312,-5.0998,-0.2845,2.8931,-18.4973,-23.6372,-17.1131,-6.1212,-6.8866,-9.6949,-7.0879,-3.0295,0.4908,-5.9514,-13.7534,-16.8279,-14.0207,-5.1658,-9.4409
1.7213,11.3107,-1.1042,3.8084,-0.3621,2.2112,1.2455,-5.4623,2.2703,-2.249,-10.9487,-5.7854,-3.5559,-28.0374,-32.2656,-25.974,-12.5104,-14.3931,-16.8703,-13.597,-7.4404,-1.5992,-9.8117,-21.0694,-24.936,-19.2852,-3.9672,-12.9327
0.7173,10.6607,-3.061,2.4176,-1.0936,0.4937,-1.5607,-8.6206,-0.5987,-4.172,-13.5302,-8.8356,-6.8859,-32.5165,-36.9364,-29.9856,-15.3062,-17.4477,-20.2659,-16.5732,-9.3755,-2.0912,-11.8691,-24.8782,-28.7131,-22.3149,-4.112,-14.96
0.7757,9.7443,-4.3048,2.1397,0.1373,2.7545,0.4785,-6.4161,3.1433,-0.4189,-9.2587,-4.633,-2.7833,-29.3969,-33.6023,-26.6375,-10.4978,-14.0248,-17.7609,-12.2688,-4.9685,0.5129,-8.3771,-22.3368,-28.1909,-20.641,-4.9554,-14.1124
1.037,8.7228,-5.8669,2.2756,1.8708,5.1202,2.109,-5.6214,5.6163,3.2329,-5.1944,-1.5043,-0.7352,-27.8836,-29.8615,-24.252,-5.5574,-11.4594,-14.8327,-7.5632,0.2729,3.7468,-3.3762,-17.9635,-26.4166,-17.1063,-5.0724,-12.5767
-0.0897,5.7325,-8.4103,0.2893,1.8391,4.2829,0.2486,-6.9737,4.3156,3.3471,-4.1697,-1.5626,-1.6233,-26.4281,-27.4321,-22.6176,-4.2616,-10.927,-14.3975,-6.4445,1.4769,4.4552,-2.116,-17.0369,-25.972,-15.9528,-4.5503,-11.9232
-1.2158,2.705,-10.0324,-1.7577,1.4966,3.2895,-1.1676,-6.9184,3.6558,3.4927,-2.6365,-0.7896,-1.087,-22.4839,-23.6012,-19.0488,-2.6159,-9.0967,-13.1621,-4.9891,2.2994,4.6808,-1.4349,-15.9236,-24.5056,-14.7891,-4.2707,-10.9114
-0.9851,2.2396,-8.8747,-1.439,2.0763,3.7829,-0.3741,-5.4063,4.0455,4.867,-0.176,0.5869,0.01,-18.8035,-19.1638,-15.2878,0.3009,-6.1923,-9.788,-1.9037,4.6654,6.002,1.0619,-11.6871,-20.0271,-11.3548,-4.3476,-8.9233
-0.8763,1.4902,-7.1692,-1.3302,2.2609,3.7293,0.2147,-3.4092,4.1346,5.6863,2.1219,1.9,1.3354,-13.5832,-13.7662,-10.3981,2.9032,-2.8291,-6.0967,0.9378,6.2477,6.6425,2.8408,-7.4375,-14.6941,-7.8642,-4.3186,-6.632
-1.3687,0.1041,-5.1021,-1.9622,1.7779,1.8691,-1.213,-2.6735,1.2875,4.8373,3.2394,0.9272,0.2276,-8.5128,-8.589,-5.5943,4.2792,0.0603,-2.6246,2.7422,6.574,6.829,3.6416,-3.2755,-8.0737,-4.3075,-4.2334,-4.2886
-3.6985,-4.0227,-7.304,-5.3582,0.6835,-2.447,-7.3562,-7.2948,-6.3148,1.8262,1.8824,-4.1674,-6.3486,-8.8212,-7.4285,-5.1453,3.272,-0.8115,-2.8279,1.9276,5.8718,7.2829,3.5721,-2.3174,-5.3475,-2.8649,-3.6926,-3.7196
-7.8478,-11.3844,-14.9596,-11.9793,-1.2446,-7.9525,-16.3294,-14.9774,-14.5135,-2.2415,-1.0506,-9.9393,-13.859,-11.941,-9.74,-7.6399,0.2732,-4.6796,-7.6272,-1.6185,3.6052,6.8014,1.3316,-7.2726,-9.9815,-5.911,-2.7451,-5.6313
-8.8854,-12.585,-15.4902,-13.4603,-2.2304,-10.1715,-18.9888,-16.6589,-17.5931,-4.2306,-2.6166,-12.3896,-16.3001,-12.4503,-10.9037,-8.2059,-1.4882,-5.6071,-8.866,-3.3759,1.7751,6.0489,-0.4795,-8.9281,-10.2899,-7.154,-2.8269,-6.2539
-7.1035,-9.0652,-10.5926,-10.4162,-1.6565,-8.6328,-15.6294,-13.0717,-15.5026,-3.08,-1.4361,-10.8713,-13.8984,-10.0681,-9.1188,-6.0897,-0.223,-3.1164,-5.709,-1.6482,2.4579,6.2965,0.3288,-5.541,-5.7567,-4.9221,-3.5387,-4.8716
-7.0785,-8.9689,-10.759,-10.5465,-1.6455,-7.917,-14.5899,-11.6261,-13.4058,-2.1068,-0.5029,-9.0486,-11.4334,-8.7461,-9.0265,-5.1633,0.5638,-2.1199,-5.7305,-1.1609,2.7824,6.3188,0.028,-6.5092,-7.0425,-6.0236,-4.1023,-5.2836
-7.6037,-8.157,-11.1666,-11.1846,-2.5323,-9.0024,-15.854,-12.7127,-14.3075,-3.5214,-2.7935,-10.7527,-12.3494,-12.0973,-14.3556,-8.5731,-2.2193,-4.2034,-9.0155,-4.2431,0.3072,5.3834,-3.1231,-11.3337,-11.3404,-10.3696,-5.078,-7.7959
-7.551,-6.7151,-12.3158,-10.9626,-3.1583,-9.3651,-16.5486,-14.945,-14.7899,-5.4702,-6.6086,-12.9515,-14.244,-18.3175,-21.2599,-14.7441,-6.6481,-8.7883,-13.8547,-8.795,-3.0678,3.5354,-6.5019,-17.0936,-17.5969,-15.0303,-4.8754,-10.6214
-6.7413,-5.5938,-14.3994,-10.1388,-3.3489,-7.412,-14.1524,-14.6825,-10.3546,-5.8104,-9.0637,-11.0281,-11.5719,-21.5288,-25.3993,-18.984,-10.0103,-12.6634,-18.3952,-12.4691,-6.104,0.4995,-9.5279,-23.1082,-25.5649,-19.6218,-3.5774,-12.8085
-3.4698,0.5479,-9.3353,-5.1621,-2.8937,-3.2019,-6.6418,-8.4628,-2.15,-4.2632,-9.4728,-6.1916,-4.2655,-20.2768,-26.8608,-19.4465,-11.333,-12.3209,-18.3983,-13.5843,-8.3139,-2.3487,-11.8989,-24.9011,-27.4612,-21.7172,-3.6709,-13.2341
-0.6715,5.2085,-5.8899,-0.9461,-2.2658,0.4469,-0.601,-4.2601,4.2367,-3.1518,-10.1154,-2.5755,0.7659,-20.1121,-27.6447,-20.4868,-12.6155,-12.9282,-18.5308,-14.5586,-9.9415,-4.7501,-13.1572,-25.7281,-28.9552,-22.5405,-2.9323,-13.1914
