F9,F7,F3,Fz,F4,F8,F10,FC5,FC1,FC2,FC6,T9,T7,C3,C4,T8,T10,CP5,CP1,CP2,CP6,P9,P7,P3,Pz,P4,P8,P10
-7.8248,-5.8569,-16.9793,-11.3181,-8.6352,-15.6002,-22.8385,-26.5194,-22.5784,-21.8499,-28.5622,-26.3229,-27.3309,-36.7629,-40.1795,-36.1134,-32.4123,-31.7695,-34.2142,-33.4009,-26.3187,-13.2485,-25.459,-39.6552,-37.5245,-30.0664,3.1804,-17.8168
-11.1534,-13.0123,-25.7522,-16.971,-9.5302,-18.7684,-29.482,-33.4377,-27.5469,-24.0713,-30.2513,-29.5534,-32.7314,-40.0307,-41.2701,-38.7194,-34.0056,-35.7473,-38.6541,-35.6137,-26.8777,-13.3319,-25.781,-43.618,-43.3141,-32.0546,4.9745,-19.1993
-10.7845,-11.6593,-28.7034,-16.4679,-6.9391,-14.6204,-26.9806,-33.2336,-22.8707,-18.0895,-25.7777,-25.7571,-29.6205,-44.9881,-45.0682,-41.5216,-28.4781,-34.3585,-38.5206,-31.1116,-19.661,-7.4809,-20.4978,-43.1283,-47.9424,-32.8373,2.3165,-21.0473
-10.7853,-11.6343,-28.4971,-16.524,-5.3867,-12.5317,-25.2056,-30.6169,-20.0539,-13.4042,-20.2501,-21.9983,-25.8592,-42.0323,-42.2589,-37.611,-22.0118,-29.1819,-34.5283,-25.2028,-13.4795,-2.84,-15.8262,-38.9726,-45.3496,-30.4936,-0.1387,-20.2311
-8.5857,-5.881,-17.7319,-11.7971,-5.7934,-14.7174,-24.8397,-29.0432,-26.0708,-16.674,-22.5945,-27.4949,-30.9741,-40.8873,-40.4617,-36.1096,-24.1002,-27.5661,-29.3253,-25.4613,-15.8195,-3.5149,-16.2705,-31.5188,-32.1049,-24.6732,-0.5456,-17.0934
-5.9958,-0.0809,-10.647,-7.0625,-4.8995,-13.1467,-21.2411,-26.0644,-25.4536,-16.0524,-22.5083,-27.8891,-30.742,-41.3146,-40.5835,-36.1172,-23.7416,-25.9961,-25.8721,-24.2191,-15.2931,-2.8264,-15.1446,-26.8914,-25.8734,-21.5537,-1.4756,-15.6612
-6.2834,-3.9727,-13.1028,-8.5705,-3.233,-9.5898,-17.4759,-20.5236,-17.9789,-9.6032,-13.7838,-18.649,-21.4068,-29.9326,-29.35,-25.5303,-14.276,-17.9438,-19.7415,-15.5968,-7.9427,0.4233,-9.1328,-21.0449,-22.6771,-17.04,-1.9276,-12.4611
-6.5097,-5.1622,-11.211,-8.8522,-2.6477,-9.8657,-17.555,-18.6604,-18.9463,-7.8475,-9.913,-17.5097,-20.6539,-24.0685,-22.8004,-19.3344,-9.6178,-12.9224,-14.3615,-10.7441,-4.2201,2.994,-5.4931,-14.5248,-15.0671,-11.9533,-2.7147,-9.5968
-6.7583,-2.0859,-9.378,-8.2302,-2.9513,-11.9944,-20.6481,-22.4193,-24.6168,-9.922,-13.2283,-23.6388,-27.0596,-32.8003,-31.519,-26.1644,-12.6941,-15.9848,-16.894,-13.6308,-5.3862,4.606,-6.9379,-16.6539,-16.0549,-14.4494,-4.8248,-12.2299
-5.9671,1.9912,-6.206,-6.3427,-3.4685,-12.631,-20.6294,-22.9305,-26.1817,-11.6681,-16.427,-26.6914,-29.1946,-38.0565,-38.2666,-31.0353,-16.2657,-18.3525,-19.1747,-16.9628,-8.1754,3.8568,-9.9062,-19.6609,-17.6586,-17.5739,-6.156,-14.3759
-3.0487,9.2397,1.9562,-1.0316,-3.774,-11.8744,-16.9132,-19.8876,-25.5533,-13.5744,-19.7762,-28.3781,-29.1621,-39.9983,-41.7749,-33.5845,-20.2384,-19.4338,-18.6958,-19.9052,-12.2132,1.2598,-13.0979,-19.4162,-14.4441,-17.9298,-6.5708,-14.4019
-1.8213,11.2794,2.3736,0.7896,-4.0361,-10.8221,-15.0031,-19.8493,-23.5767,-15.0234,-22.8671,-28.423,-28.7609,-42.8565,-44.6863,-37.2271,-24.0499,-23.0064,-21.5756,-23.4501,-15.6555,-1.8236,-15.7529,-22.6778,-18.1206,-20.1359,-5.0148,-15.3373
0.3504,12.2501,4.617,3.701,-3.6425,-8.4608,-10.5271,-16.5441,-19.364,-15.1007,-22.9414,-25.1678,-25.3554,-37.9299,-38.35,-34.0308,-24.5581,-22.8233,-19.3633,-23.1636,-17.2045,-5.2479,-15.4708,-19.4863,-14.8684,-16.4435,-1.7555,-12.2373
3.0998,14.8764,10.8065,7.8616,-2.5913,-5.6846,-4.7747,-10.3888,-15.1065,-13.2117,-19.8775,-20.8875,-20.4898,-29.3253,-28.8722,-26.7024,-21.3143,-18.0086,-12.4935,-18.9353,-15.6779,-6.0708,-12.6431,-11.1862,-5.1639,-9.4356,-0.4194,-7.4563
-0.9057,4.0249,-1.1319,0.1382,-2.9822,-6.6318,-8.9759,-13.2549,-13.752,-11.5007,-16.1977,-16.9038,-18.0323,-23.9905,-22.8191,-22.0466,-17.5096,-17.1117,-14.467,-16.6385,-12.7728,-5.3944,-10.7505,-14.1544,-11.8565,-10.6931,1.3428,-7.5307
-5.3323,-7.8606,-14.7782,-8.2446,-4.29,-9.2447,-15.3929,-19.3799,-15.2212,-13.0626,-16.4117,-16.1267,-19.4332,-21.9652,-18.9981,-20.9448,-18.0739,-20.5691,-19.7421,-18.397,-13.5787,-7.4178,-11.4041,-20.0343,-21.1042,-13.3795,5.1231,-8.2896
-3.906,-3.1965,-11.0441,-5.1194,-5.2305,-11.1148,-16.6584,-23.0503,-20.3817,-18.3718,-23.9066,-23.3048,-26.8271,-31.0759,-26.9156,-29.5885,-26.1825,-27.4859,-23.7718,-25.3581,-19.8824,-10.8289,-15.7771,-22.9518,-21.841,-15.2498,6.4849,-9.7988
-2.4763,4.5383,-5.9699,-1.3651,-6.8097,-14.1146,-19.2258,-28.4928,-27.7781,-25.3661,-34.6486,-34.0202,-37.0187,-46.9145,-43.2691,-44.2245,-37.8633,-37.3397,-31.357,-35.9883,-28.653,-14.3463,-23.2823,-30.5182,-26.4092,-21.6988,6.0305,-14.4836
-0.2199,8.7032,-1.2127,2.0449,-6.4216,-11.0732,-13.3926,-22.3015,-21.3596,-23.2878,-33.0749,-29.3077,-30.1431,-42.6767,-41.7577,-41.4084,-36.7788,-34.413,-29.1936,-34.8131,-28.9686,-15.5606,-24.1271,-29.8939,-25.1649,-21.9733,5.1955,-13.9181
3.1381,8.0673,2.7519,5.1862,-2.2985,0.594,3.2596,-1.6774,2.4083,-7.5085,-13.3174,-4.4244,-2.0398,-13.2333,-15.9254,-15.519,-16.1054,-13.5432,-12.3186,-15.3079,-14.5689,-10.758,-12.6724,-15.058,-14.0607,-11.4761,3.2731,-5.6873
3.1086,2.3826,-0.0406,3.3997,0.2161,6.5255,10.2403,8.388,15.2336,2.6297,0.5531,11.0104,13.9695,6.5132,3.1009,2.4229,-1.2431,-0.2245,-1.9954,-1.6503,-3.5555,-6.4555,-3.6217,-5.4253,-8.096,-3.9871,2.8304,-0.1062
3.4883,6.2699,3.3468,5.1867,-1.2158,2.711,6.2122,2.811,6.6176,-3.7213,-7.5619,1.2287,3.7069,-4.0716,-6.5187,-7.0448,-9.798,-7.3631,-6.5263,-9.1272,-9.9831,-8.9532,-8.4115,-8.8424,-8.4129,-6.474,3.2837,-2.2988
3.6832,9.6341,5.6996,6.5238,-2.917,-1.1088,2.1261,-2.9568,-1.3812,-10.4178,-16.2544,-8.2295,-6.0781,-14.8272,-16.6919,-17.0418,-19.1824,-15.3276,-12.2572,-17.5683,-17.3241,-12.3238,-14.1547,-13.9619,-10.7152,-10.1996,4.1214,-5.0002
-0.6618,-3.2925,-6.3442,-1.8654,-3.6525,-3.2175,-3.2004,-6.309,-1.8938,-9.9415,-12.6165,-4.9417,-4.9902,-6.2764,-6.1271,-9.6102,-15.3591,-13.9617,-12.6575,-14.8353,-14.946,-12.6516,-11.7464,-14.3332,-13.7887,-8.5512,7.4984,-3.0446
-3.4304,-9.2998,-14.0186,-6.6591,-4.3533,-5.488,-8.3297,-11.691,-5.1224,-11.3946,-13.7381,-6.898,-8.5817,-8.7935,-7.1641,-11.7034,-16.4606,-17.1427,-16.5876,-16.5879,-15.2782,-12.7394,-12.0962,-18.1922,-19.5073,-10.7349,8.8861,-4.434
-1.7774,-0.4539,-10.01,-2.7025,-4.5343,-5.5936,-8.3846,-14.9739,-7.8612,-13.9025,-20.6325,-13.5473,-14.1913,-25.2532,-25.231,-26.1857,-23.8232,-24.368,-23.4991,-23.7796,-19.4871,-12.6953,-16.9508,-26.0363,-27.0598,-18.5922,5.903,-10.457
0.1446,3.9499,-4.4596,0.4185,-3.7452,-2.7094,-3.0333,-8.3758,-2.2317,-10.4686,-17.1361,-8.8412,-7.3297,-20.5476,-23.5652,-22.1267,-20.3191,-19.1665,-19.5719,-20.3605,-17.3554,-11.4353,-16.1108,-23.537,-23.7507,-17.9941,3.3562,-9.813
0.3069,1.8149,-2.7755,0.0011,-3.3845,-1.144,0.2545,-1.9436,2.776,-7.0345,-11.018,-2.1237,0.4904,-7.6286,-12.3661,-10.8992,-14.0168,-11.3571,-13.1081,-14.2479,-13.9638,-10.8013,-13.3721,-17.86,-17.2124,-13.602,3.0809,-6.1395
-3.7714,-6.3744,-13.3626,-6.934,-5.002,-5.2359,-7.7478,-10.1255,-2.7753,-10.4498,-14.2167,-6.1637,-5.5289,-12.2281,-15.6233,-15.1437,-17.5057,-17.0712,-20.0461,-18.6082,-16.3585,-12.0581,-15.7317,-25.2312,-26.4274,-18.2321,5.0811,-8.8574
-9.8208,-18.7747,-27.1411,-17.3509,-7.4145,-10.9761,-18.2705,-18.7461,-9.1307,-13.8848,-15.9552,-9.3934,-10.7184,-12.9184,-16.1256,-15.9996,-19.5841,-21.1099,-27.0181,-22.1211,-18.328,-13.1667,-18.394,-33.6901,-36.4705,-23.6262,6.9045,-11.5612
-12.6288,-24.6081,-30.2571,-22.3034,-8.8055,-13.5448,-21.4194,-17.6788,-9.8182,-13.6544,-12.9678,-7.4176,-8.0503,-4.4964,-10.5926,-8.7658,-16.736,-16.7947,-25.7062,-20.0842,-17.6864,-12.9986,-19.1201,-34.4816,-35.8212,-24.3945,6.0291,-11.0602
-14.2019,-28.189,-34.2407,-25.1113,-9.2841,-14.7169,-23.8781,-19.6994,-10.8961,-14.1349,-12.9207,-7.6146,-8.8406,-4.0952,-9.9599,-8.4595,-16.7315,-17.5389,-27.2494,-20.5029,-17.7312,-13.153,-19.357,-36.3451,-38.4433,-25.4639,6.6524,-11.5352
-14.9139,-31.7026,-38.9616,-26.9619,-8.8924,-13.5631,-23.6672,-20.1822,-8.2502,-12.7949,-11.3985,-4.698,-6.6714,-2.3334,-7.0576,-7.1345,-15.1995,-17.7943,-28.0134,-19.4507,-16.3682,-13.36,-17.9822,-37.0708,-41.692,-25.3446,8.2138,-11.1685
-11.9571,-26.0026,-31.8063,-22.1812,-7.668,-9.7482,-16.7268,-12.7595,-1.834,-9.2302,-7.9761,0.3884,0.4204,2.6976,-4.0823,-2.8397,-11.7152,-12.6157,-22.9535,-15.6529,-14.1975,-12.5133,-16.4102,-32.6003,-36.3965,-22.9175,6.4224,-9.4567
-10.3525,-21.1351,-26.2244,-18.8017,-7.2055,-9.7472,-15.764,-12.3944,-4.1351,-9.8225,-9.2229,-2.5549,-2.3657,-0.6722,-6.9424,-5.1648,-12.6359,-12.6743,-21.2851,-15.8164,-14.2837,-11.4406,-16.0218,-29.7268,-31.8046,-21.2047,5.1697,-9.179
-14.2787,-28.3933,-34.1704,-25.1532,-8.3094,-13.9593,-23.6299,-19.2369,-10.7318,-11.8999,-10.1089,-6.613,-8.3671,-3.2442,-8.221,-6.6934,-13.2078,-15.056,-24.7615,-17.1225,-14.0237,-10.211,-16.1343,-33.0254,-35.9392,-23.1599,5.5592,-10.7182
-17.8203,-36.061,-42.1186,-31.6575,-8.9492,-15.1094,-26.9525,-19.7777,-9.2653,-9.7077,-6.0008,-2.8656,-4.6397,2.2805,-4.7709,-1.732,-9.0348,-12.0083,-25.7315,-14.5212,-11.1823,-8.5499,-15.4294,-36.3123,-41.1189,-25.928,4.6288,-11.7689
-17.1383,-36.4628,-41.3699,-30.9518,-7.7508,-12.7448,-23.9113,-16.175,-5.2929,-6.2332,-1.4948,1.7511,0.0476,8.0415,1.3766,3.7626,-4.0321,-7.5146,-21.418,-9.6304,-7.1678,-6.7196,-11.7537,-31.5502,-37.3472,-22.2515,4.3888,-9.4598
-16.6943,-36.1699,-39.45,-29.8652,-6.7677,-12.9867,-24.5239,-17.125,-8.3755,-5.8073,-0.1926,-0.0425,-3.2128,8.1992,4.6362,5.1855,-1.8059,-6.0928,-17.6962,-6.7487,-4.3215,-4.368,-7.9193,-25.0923,-30.4979,-16.7528,4.6473,-6.9912
-17.9725,-36.469,-40.2018,-31.1278,-7.2176,-16.1791,-29.6237,-22.5992,-15.8221,-8.4636,-3.0749,-6.6311,-11.1739,1.2818,-0.6451,0.1468,-4.2444,-9.2067,-19.7547,-8.9635,-4.9725,-2.8405,-8.2373,-25.826,-30.3676,-17.3288,3.9446,-8.3995
-18.0514,-34.0105,-40.0641,-30.5294,-8.1919,-18.4721,-32.7692,-27.6995,-21.0885,-12.7176,-9.4546,-13.3966,-18.3295,-9.085,-10.5373,-9.2184,-11.074,-15.9883,-25.4072,-15.4286,-9.7141,-4.5626,-12.2732,-31.2784,-35.0266,-21.6222,4.1133,-11.5794
-17.6159,-31.0636,-38.7163,-29.3191,-9.6937,-20.4791,-34.4383,-30.8267,-24.4919,-17.5516,-16.3655,-18.8267,-23.2331,-16.795,-19.0922,-17.124,-18.9656,-22.4878,-31.0665,-22.8394,-16.4395,-8.432,-18.1079,-37.6431,-39.7086,-26.5352,4.9033,-14.4219
-17.3697,-30.382,-36.8642,-28.683,-10.5743,-22.1041,-35.4728,-31.7408,-27.2034,-20.4059,-19.1974,-21.6321,-25.9877,-17.3436,-19.4979,-18.0964,-22.1666,-24.2793,-31.694,-25.4425,-19.6895,-10.6847,-20.3082,-37.9302,-37.9955,-26.3079,5.9703,-14.0357
-16.8866,-31.7132,-36.0464,-28.0685,-10.131,-22.0375,-35.0921,-31.4511,-28.0627,-20.5941,-18.1898,-21.3804,-26.8289,-13.5224,-13.0352,-14.4845,-20.7918,-23.0572,-28.376,-23.3983,-18.7168,-11.009,-17.8463,-32.5256,-32.1507,-20.9852,8.0273,-10.7718
-16.7105,-31.5194,-36.6459,-27.7825,-10.4841,-22.4281,-35.5848,-33.0193,-28.9355,-22.2904,-20.6226,-22.9294,-28.6629,-16.0645,-14.8867,-17.1789,-23.5433,-25.9081,-30.4567,-25.9246,-20.9543,-12.7194,-19.349,-34.3538,-34.0408,-21.9609,9.2598,-11.2831
-13.7321,-23.192,-29.8856,-22.3619,-10.7397,-20.9923,-31.6284,-30.973,-27.1966,-24.0954,-25.31,-24.7996,-28.5653,-22.399,-23.3815,-23.8298,-29.1005,-29.3567,-33.0565,-30.8117,-25.754,-15.4455,-23.8408,-38.0006,-36.0446,-25.7585,8.3474,-13.5567
-8.6262,-12.1957,-18.3053,-13.6115,-9.4852,-16.577,-22.759,-23.7168,-21.4149,-22.5699,-25.8458,-22.5133,-23.8802,-22.8346,-25.4007,-24.8131,-29.9518,-27.669,-29.4839,-30.5197,-26.8613,-16.5207,-24.4284,-34.3505,-30.5299,-24.027,7.0285,-12.532
-7.1618,-10.3332,-15.4915,-11.3342,-9.0125,-15.137,-19.9614,-21.2867,-19.3596,-21.9974,-25.266,-20.9578,-22.0161,-20.5165,-22.6704,-23.0102,-29.397,-26.5258,-27.2996,-29.5006,-26.7761,-17.2317,-23.6924,-31.585,-27.3474,-21.6645,7.707,-10.9088
-7.7519,-13.1427,-17.131,-12.5781,-9.3257,-15.9694,-21.0891,-22.0784,-20.3536,-22.9198,-25.2216,-20.9613,-22.7539,-17.6852,-18.58,-20.7094,-29.3709,-26.5711,-26.6636,-29.2881,-27.2201,-18.3553,-23.2802,-30.229,-25.805,-19.6814,9.5219,-9.363
-9.9323,-17.7863,-22.7655,-16.434,-10.0574,-17.6051,-24.561,-25.1224,-21.8391,-23.7396,-25.6038,-21.4937,-24.0073,-18.1134,-18.9176,-21.219,-29.8877,-28.1494,-29.4987,-30.445,-27.6446,-18.6806,-24.0776,-33.7217,-30.4425,-21.9806,10.2324,-10.5403
-14.5797,-26.3718,-34.9993,-24.5198,-11.4518,-20.543,-31.6519,-31.635,-24.1101,-24.6805,-26.4651,-22.4799,-26.0589,-21.7962,-23.4937,-24.6278,-31.0608,-31.9514,-36.9809,-33.3611,-28.1425,-18.4249,-26.2791,-43.4641,-43.3447,-29.3999,10.3286,-14.8277
-14.3751,-27.7826,-35.9713,-24.9557,-10.3612,-17.3354,-27.7177,-26.4325,-17.0152,-19.7336,-20.4505,-14.9498,-17.6336,-13.9983,-17.1928,-17.7343,-24.7982,-26.2038,-33.3461,-27.8574,-23.5746,-16.5685,-23.1492,-41.0261,-42.7904,-27.98,9.3733,-13.4361
-13.2193,-26.9129,-35.1614,-23.6506,-8.7051,-13.1819,-22.479,-20.8125,-9.4754,-14.2628,-14.5757,-7.6561,-9.4328,-8.1414,-12.359,-12.3,-18.5144,-20.6813,-29.2599,-22.1221,-18.4592,-14.0599,-19.3576,-37.6106,-41.4715,-26.0308,8.0015,-12.0956
-18.0947,-33.793,-49.0421,-31.3827,-10.5472,-18.2012,-33.4862,-34.4498,-17.9496,-19.3173,-22.01,-16.2465,-20.5743,-24.6939,-27.3418,-26.8324,-26.3901,-32.6788,-42.9575,-31.3446,-22.6658,-14.714,-24.143,-52.2121,-59.765,-36.883,8.9508,-19.5144
-16.2395,-26.8928,-44.3212,-27.4698,-10.9236,-18.4919,-32.8629,-36.1142,-20.2857,-22.273,-27.8465,-21.4282,-24.9602,-34.8221,-38.1691,-36.1251,-32.7474,-37.9951,-46.9401,-37.061,-27.1635,-16.2661,-28.17,-56.3263,-62.5037,-40.855,7.9699,-22.5277
-6.8108,-7.6733,-19.4425,-11.6194,-7.8657,-8.9594,-13.451,-15.4096,-5.4673,-14.6054,-20.7634,-10.6601,-8.3875,-22.3062,-31.0818,-25.4759,-25.5605,-24.383,-31.8141,-28.0969,-23.3824,-14.9256,-25.0138,-41.9034,-43.1607,-32.5371,3.0161,-17.0135
-4.4182,-4.8074,-14.0603,-8.3082,-6.2788,-4.1747,-5.5265,-5.7269,3.8707,-8.7098,-13.6348,-1.5287,2.8112,-11.0985,-22.2408,-15.6906,-18.1689,-15.6241,-24.2538,-20.8077,-18.5625,-13.2466,-21.3272,-35.3025,-36.5856,-28.2923,1.3796,-13.7538
-4.3194,-6.3156,-15.7806,-8.5879,-5.8031,-2.9727,-4.4246,-5.1186,6.0559,-7.5918,-12.2847,0.7794,4.6967,-8.9661,-19.1085,-13.9385,-16.7501,-15.1095,-23.5697,-19.4821,-17.4229,-13.4159,-19.9137,-34.2279,-36.8472,-26.9462,2.5471,-12.7374
-2.5221,-1.0489,-11.2201,-5.1224,-5.6216,-2.2853,-2.5338,-4.4694,5.8455,-8.4204,-14.6823,-1.2082,3.4453,-13.5353,-24.1648,-18.0634,-19.3247,-16.7941,-24.2324,-21.536,-19.1716,-13.8592,-21.3978,-34.7676,-36.366,-27.9777,1.639,-13.7482
-7.0739,-9.306,-21.103,-12.5956,-6.8458,-6.5843,-11.0854,-12.0153,-0.4071,-10.2581,-15.5211,-4.9624,-2.2502,-16.9652,-26.7323,-20.3987,-19.9204,-19.7042,-29.0779,-23.2369,-18.8029,-12.4333,-21.8869,-40.0315,-43.2339,-31.598,1.7756,-16.2719
-11.8903,-22.0355,-32.4141,-21.363,-6.9008,-8.9818,-17.436,-15.5931,-2.6409,-8.0975,-9.5257,-2.2775,-2.1651,-8.7336,-16.1818,-11.9575,-12.9553,-15.8101,-27.2202,-17.528,-12.9143,-9.1913,-16.7778,-37.5164,-43.4201,-28.3449,3.085,-14.1329
-11.4453,-20.8301,-31.8951,-20.49,-6.2601,-8.2235,-16.8699,-15.7969,-2.5231,-7.2342,-9.1093,-2.4371,-2.6159,-10.6665,-17.3805,-13.1887,-12.2344,-15.8459,-26.8444,-16.7729,-11.5765,-7.8965,-15.5198,-36.5469,-43.1329,-27.7935,2.5681,-14.2727
-11.4382,-16.0803,-33.5309,-19.4673,-7.1483,-10.0579,-20.5778,-23.7847,-7.945,-12.0414,-18.5448,-11.3757,-11.9244,-30.2202,-36.7525,-30.7122,-22.3706,-27.3365,-37.7268,-26.9384,-17.7341,-9.4368,-21.5848,-47.9463,-55.5596,-37.3659,1.8098,-21.2592
-9.5855,-11.1547,-30.0979,-15.9966,-6.3597,-8.5787,-18.4133,-23.6466,-7.5868,-11.8954,-20.1677,-12.7961,-13.178,-35.7054,-41.6216,-35.2976,-23.8962,-29.1435,-38.237,-28.0345,-17.9848,-8.8984,-21.5522,-47.7226,-55.5678,-37.6852,1.069,-22.141
-5.8827,-6.1168,-21.079,-9.903,-3.6797,-4.2106,-11.0522,-16.1353,-3.0963,-6.9974,-13.863,-7.8262,-8.0793,-27.4246,-31.1834,-26.7624,-16.3929,-21.0852,-27.3629,-19.4019,-11.6248,-5.5623,-14.3305,-33.8988,-40.9026,-27.0175,0.4717,-16.1825
-7.481,-10.8086,-25.5323,-12.689,-3.5637,-5.628,-14.4497,-19.7547,-6.2721,-7.5305,-13.323,-9.1924,-11.4541,-27.1613,-27.9182,-25.87,-15.342,-21.8847,-27.2645,-18.3889,-10.08,-4.6981,-12.0246,-32.0907,-40.2389,-24.5074,2.1775,-14.9768
-10.9355,-17.8531,-34.1394,-18.5458,-5.3992,-9.787,-21.6775,-27.0238,-11.8384,-11.6841,-17.2398,-13.5128,-17.3909,-30.881,-30.5532,-29.6483,-19.7363,-27.5474,-33.6158,-23.3178,-13.691,-7.0164,-15.1641,-38.8228,-47.7673,-28.55,4.518,-17.1277
-10.9802,-17.3295,-32.2748,-18.28,-6.0724,-11.5081,-23.1028,-27.8836,-14.9328,-13.7852,-19.0146,-16.2515,-20.14,-31.2261,-30.8792,-30.004,-21.6172,-28.2247,-33.4794,-24.7435,-15.5872,-7.9412,-16.4453,-38.3158,-45.3207,-27.9879,4.7326,-16.7709
-9.1668,-14.8944,-26.2239,-15.4969,-5.1913,-9.1264,-18.0205,-20.6504,-10.27,-10.4149,-14.0073,-11.04,-13.4475,-21.6338,-22.8776,-21.4173,-16.3007,-20.8935,-26.3164,-19.1021,-12.4412,-6.7489,-13.7012,-31.3051,-36.6464,-23.0857,3.4705,-13.3269
-4.4611,-10.2466,-16.6541,-9.1728,-2.78,-0.5017,-3.1171,-2.9883,7.2273,-1.1803,-2.6127,5.6896,7.0338,-0.0576,-5.1871,-3.4017,-4.8906,-6.4677,-13.3233,-7.5637,-6.0816,-6.3376,-8.4253,-19.9593,-24.9975,-15.1352,2.4479,-6.6938
1.4549,-0.556,-3.5215,0.2786,-0.8539,5.8075,9.1436,9.0156,17.1713,2.8359,1.1676,13.177,17.2259,9.119,2.623,3.9222,-1.2198,0.4041,-4.3467,-2.5545,-4.6275,-7.4606,-6.1116,-10.4736,-13.4304,-8.3482,2.1485,-1.9009
2.2687,3.845,-0.5497,2.6164,-1.9267,3.1235,6.3503,3.9062,10.3575,-2.7775,-6.7494,4.5666,8.1937,-2.0862,-7.4743,-6.2346,-9.6293,-7.1249,-9.316,-9.9803,-10.7524,-10.0377,-10.6558,-14.4133,-15.234,-11.2588,2.7954,-4.3436
-1.1871,-1.8672,-8.8386,-3.0201,-4.0429,-1.3465,-1.2589,-4.0151,4.2933,-7.5282,-12.0641,-0.9683,1.4634,-8.8201,-14.0643,-12.7824,-15.6194,-14.1645,-17.5178,-16.6246,-15.4957,-12.4952,-15.3271,-23.6801,-25.1442,-17.74,4.3143,-8.0971
-1.9492,-5.3822,-11.626,-4.9104,-4.05,-0.7914,-0.8358,-2.6372,6.8588,-6.2185,-9.5871,2.5248,4.8934,-3.2734,-8.6567,-8.224,-13.1919,-12.0573,-16.3508,-14.5819,-14.2553,-12.8833,-14.2767,-22.9819,-25.349,-16.7118,5.3215,-6.8256
0.597,0.2213,-3.4835,-0.2703,-3.4531,0.4143,2.942,1.5617,7.579,-5.6879,-8.9403,2.6449,6.0742,-1.0245,-6.9,-6.024,-12.3548,-9.0568,-11.7364,-12.7987,-13.9675,-12.5462,-13.4557,-17.5434,-17.3031,-13.0119,4.2341,-4.7443
0.5723,0.7652,-1.8238,0.0411,-3.8667,-1.0441,1.5833,0.5611,4.5597,-7.3306,-10.2972,0.0332,3.2596,-1.7574,-7.258,-6.5067,-13.6687,-9.5755,-11.3668,-13.6936,-15.1121,-12.863,-14.0498,-16.5624,-14.7719,-12.1138,4.3041,-4.3516
-2.6542,-7.6015,-10.7368,-5.6191,-4.6885,-4.3093,-5.0447,-6.3792,-0.7752,-9.9197,-11.7057,-2.9806,-2.5066,-2.7832,-4.7635,-7.1814,-14.8942,-13.2452,-14.4841,-15.2202,-15.6037,-13.5929,-13.4513,-18.2432,-18.1039,-11.6115,7.5101,-4.0692
-2.2878,-6.2518,-9.9541,-4.5813,-5.0292,-5.7087,-6.8251,-9.7602,-4.8477,-12.9209,-15.6671,-7.6194,-8.0316,-8.3234,-8.4139,-12.0535,-18.9449,-17.4168,-16.5931,-18.6153,-18.3101,-14.8847,-14.8176,-18.9711,-18.1068,-11.6276,8.7172,-4.5256
1.259,2.3153,-0.8918,1.5565,-3.9319,-1.9829,0.332,-2.7241,0.8423,-10.0947,-14.0981,-4.3416,-2.2259,-7.3017,-10.2612,-11.3255,-17.4764,-13.803,-13.0593,-16.7319,-17.4646,-14.1062,-14.7927,-16.4202,-14.2087,-11.2831,5.8874,-4.3658
2.124,2.364,0.3989,2.2549,-2.3252,2.2406,6.0428,4.8529,9.5001,-3.5191,-6.1269,4.8147,8.3576,2.6225,-2.4863,-2.2584,-9.0216,-5.4364,-7.0403,-9.0168,-11.1623,-11.0074,-10.3792,-11.6794,-11.0328,-8.5518,3.8228,-2.2575
2.672,1.4901,0.9174,2.8128,-1.4898,3.6606,7.9521,7.0093,11.6065,-1.6095,-3.1959,7.6783,10.8469,7.4187,3.5264,2.2448,-5.6979,-2.5019,-3.4564,-5.5257,-8.576,-10.2074,-7.4151,-7.0975,-6.9446,-4.5457,4.5669,0.2707
4.3352,3.4468,3.8915,5.4196,-0.6141,5.5195,11.082,9.5102,13.7636,-0.4492,-1.9394,9.49,12.6523,9.8428,7.0881,4.4302,-4.2375,-0.8918,-0.4066,-3.5309,-7.4381,-10.2169,-5.5076,-2.9001,-2.6762,-0.9948,5.2845,2.4153
2.647,1.0338,-1.0974,2.6974,-0.5597,4.7609,8.04,5.7414,12.1391,-0.1918,-2.2584,8.1381,10.3647,5.0319,2.8578,0.7469,-4.3203,-3.1039,-3.7014,-4.3394,-6.2864,-8.5054,-5.1858,-6.4259,-8.3452,-3.9144,4.6536,0.083
-1.6968,-1.8917,-12.3755,-3.1927,-2.6401,-1.9495,-5.1585,-11.7237,-1.7418,-8.1037,-14.2515,-6.9286,-7.7078,-20.9538,-20.6512,-21.568,-16.6801,-19.527,-20.1927,-17.4816,-12.8733,-8.8482,-11.7947,-22.8164,-27.2549,-16.5576,4.6831,-9.4573
-4.567,-3.5623,-20.8335,-7.1459,-4.2425,-6.2575,-13.8992,-24.002,-10.4176,-13.9144,-23.5589,-17.1736,-19.7902,-40.313,-38.6919,-38.6424,-26.5354,-32.2778,-33.2518,-27.9831,-18.5722,-10.0198,-17.5454,-36.3248,-42.964,-27.0107,4.9844,-16.934
